"STATE","INC_NO","OTH_DEATH","FF_DEATH","CAUSE_CODE","STREETNAME","CITY","ZIP5","year"
"AK","0000001",1,0,8,"Airguard","Saint Marys","99658","2012"
"AK","0000001",1,0,1,"Angela Smiths Residence","Alakanuk","99554","2012"
"AK","0001719",1,0,16,"42nd","Anchorage","99508","2012"
"AK","0016530",1,0,1,"Mc Carrey","Anchorage","99508","2012"
"AK","0000001",1,0,13,"Richardson ","Copper Center","99573","2012"
"AK","0002137",1,0,9,"N COLONIAL DR","WASILLA","99654","2012"
"AK","0043841",1,0,13,"E PETERSVILLE RD","TRAPPER CREEK","99683","2012"
"AK","0012260",1,0,13,"N DESHKA LOOP","WILLOW","99688","2012"
"AK","0000451",1,0,3,"King Salmon","Soldotna","99669","2012"
"AK","0000001",1,0,13,"Ressurection","Hope","99605","2012"
"AK","SFM-001",1,0,13,"Emperor","Dillingham","99576","2012"
"AK","0000002",1,0,10,"Russian Orthadox Church","Naknek","99633","2012"
"AK","0100506",2,0,15,"EIGHTEENTH","Fairbanks","99701","2012"
"AK","0100725",1,0,3,"LAKEVIEW TERRACE","Fairbanks","99701","2012"
"AK","0000455",1,0,13,"ROZAK","NORTH POLE","99705","2012"
"AK","0000001",2,0,13,"Fairs Residence","Galena","99741","2012"
"AK","0000001",2,0,12,"Fairs Residence","Galena","99741","2012"
"AK","0000001",2,0,3,"W Charlies Residence","Minto","99758","2012"
"AK","1200046",1,0,15,"king","Nome","99762","2012"
"AK","0SFM001",1,0,3,"6th","Fort Yukon","99740","2012"
"AL","0003317",1,0,2,"5TH","Tarrant","35217","2012"
"AL","2005922",1,0,5,"Wintzell","Bayou la Batre","36509","2012"
"AL","2009342",1,0,,"deakle","coden","36523","2012"
"AL","2009576",1,0,13,"satsuma","coden","36523","2012"
"AL","294",1,0,5,"Airport","Oxford","36203","2012"
"AL","012-081",1,0,13,"186 County Road 374","Clanton","35045","2012"
"AL","12-0001",1,0,13,"411 AL Highway 9","Equality","36026","2012"
"AL","252",1,0,15,"101 Beck St","Atmore","36502","2012"
"AL","452",2,0,,"Sycamore","Wawbeek","36502","2012"
"AL","0000054",1,0,13,"County 238","Moulton","35650","2012"
"AL","0002877",1,0,8,"BULLOCH","OPELIKA","36801","2012"
"AL","0013607",1,0,16,"GLENDALE","HUNTSVILLE","35810","2012"
"AL","0001870",1,0,16,"GOVERNORS","HUNTSVILLE","35801","2012"
"AL","0000014",1,0,5,"CANNON","ROANOKE","36274","2012"
"AL","1200380",1,0,15,"28th","Phenix City","36867","2012"
"AL","0000397",1,0,13,"Lee Rd 2088","Salem","36874","2012"
"AL","12-ooo1",1,0,13,"15392 Boyd Road","Elrod","35458","2012"
"AL","0510122",1,0,13,"6202 CR 29","Nauvoo","35578","2012"
"AR","0000103",1,0,13,"INDIAN HILLS","Rogers","72756","2012"
"AR","0000488",1,0,16,"MCCANN","ROGERS","72758","2012"
"AR","0000488",1,0,12,"MCCANN","ROGERS","72758","2012"
"AR","0030912",1,0,13,"306 Columbia Rd 202","Magnolia","71753","2012"
"AR","0000886",1,0,3,"Jefferson","Van Buren","72956","2012"
"AR","0001540",1,0,5,"25th","Van Buren","72956","2012"
"AR","2012002",1,0,15,"W 5th St","Fordyce","71742","2012"
"AR","1203092",1,0,11,"109 JEFFERSON STREET","MCGEHEE","71654","2012"
"AR","1209101",1,0,15,"698 SONYAS LANE","MCGEHEE","71654","2012"
"AR","0382011",1,0,9,"135 South Peacock St","Winchester","71677","2012"
"AR","0001363",1,0,16,"HIGHWAY 25","Conway","72034","2012"
"AR","0013762",1,0,8,"CENTER STREET","Conway","72034","2012"
"AR","0000005",1,0,13,"Hatties Ln","Altus","72821","2012"
"AR","0000009",1,0,13,"Roseville St","Altus","72821","2012"
"AR","0121734",1,0,13,"WOODLAWN","HOT SPRINGS","71913","2012"
"AR","017",1,0,,"HWY 167","Sheridan","72150","2012"
"AR","0000305",1,0,13,"6th","Paragould","72450","2012"
"AR","0022512",1,0,15,"278","Nashville","71852","2012"
"AR","2012060",1,0,1,"LACROSSE","VIOLET HILL","72584","2012"
"AR","0000054",1,0,13,"1700 Dixon Lane","Pine Bluff","71603","2012"
"AR","1200527",1,0,13,"COTTONWOOD","PINE BLUFF","71601","2012"
"AR","7012",1,0,13,"1961 County Road 2651","Lamar","72846","2012"
"AR","0012039",1,0,13,"thomas","lonoke","72086","2012"
"AR","0012039",1,0,12,"thomas","lonoke","72086","2012"
"AR","0012085",1,0,13,"Sunset","Cabot","72023","2012"
"AR","1200754",1,0,8,"MARKWOOD","Texarkana","71854","2012"
"AR","0000002",2,0,13,"Bedford Ln","Clarendon","72029","2012"
"AR","2012054",1,0,13,"OUACHITA 437","Amden","71701","2012"
"AR","2012012",1,0,13,"Dogwood","Trumann","72472","2012"
"AR","0242012",1,0,,"Cadillac","Hatfield","71945","2012"
"AR","29",1,0,13,"113 Cadillac Ln","Hatfield","71945","2012"
"AR","0000012",1,0,15,"HWY 64 E","Atkins","72823","2012"
"AR","0009692",1,0,15,"GUM","North Little Rock","72118","2012"
"AR","1201031",1,0,13,"Lilac","Little Rock","77201","2012"
"AR","1224893",1,0,13,"Verbena","Little Rock","77201","2012"
"AR","2012009",1,0,13,"1168 hwy 261","caldwell","72322","2012"
"AR","0000065",1,0,4,"WIRSING","Fort Smith","72901","2012"
"AR","0000065",1,0,12,"WIRSING","Fort Smith","72901","2012"
"AR","0002174",1,0,16,"BRAZIL","Fort Smith","72908","2012"
"AR","0002174",1,0,12,"BRAZIL","Fort Smith","72908","2012"
"AR","0003700",1,0,13,"22","Fort Smith","72902","2012"
"AR","0004026",1,0,16,"49","Fort Smith","72904","2012"
"AR","0000749",1,0,13,"826 swinging bridge rd","beebe","72012","2012"
"AZ","0063576",1,0,15,"EXTENSION","Mesa","85201","2012"
"AZ","0048901",1,0,8,"CARTER","Tempe","85283","2012"
"AZ","011205",1,0,1,"Cope","Wickenburg","85390","2012"
"AZ","0023507",1,0,3,"Gemstone","Bullhead City","86442","2012"
"AZ","0000055",1,0,15,"Verde","Golden Valley","86413","2012"
"AZ","001150",1,0,,"Camino Antigua","Sahuarita","85629","2012"
"AZ","0003300",1,0,13,"3","YUMA","85364","2012"
"CA","1201232",1,0,6,"ELM","ALAMEDA","94501","2012"
"CA","6232",1,0,13,"NORD","NORD","95973","2012"
"CA","2001609",1,0,6,"Tammy","Bay Point","None","2012"
"CA","2007678",1,0,8,"Clayton","Concord","CRD","2012"
"CA","2053854",2,0,9,"Donegal","Martinez","MAR","2012"
"CA","0000414",1,0,13,"HUB","Pollock Pines","95726","2012"
"CA","0000298",1,0,15,"Julie","S Lake Tahoe","96150","2012"
"CA","0005841",2,0,6,"9TH","ORANGE COVE","93646","2012"
"CA","0005841",2,0,12,"9TH","ORANGE COVE","93646","2012"
"CA","0005841",2,0,12,"9TH","ORANGE COVE","93646","2012"
"CA","0005841",2,0,12,"9TH","ORANGE COVE","93646","2012"
"CA","1221139",2,0,13,"McConnell","El Centro","92243","2012"
"CA","1221709",1,0,10,"98","Calexico","92231","2012"
"CA","0000655",2,0,13,"6 12","Corcoran","93212","2012"
"CA","0006139",1,0,3,"SCRIVENER","LONG BEACH","90808","2012"
"CA","489",1,0,15,"GARTH","LOS ANGELES","90035","2012"
"CA","489",1,0,6,"GARTH","LOS ANGELES","90035","2012"
"CA","489",1,0,13,"GARTH","LOS ANGELES","90035","2012"
"CA","591",2,0,1,"HARVARD","LOS ANGELES","90004","2012"
"CA","591",2,0,5,"HARVARD","LOS ANGELES","90004","2012"
"CA","591",2,0,6,"HARVARD","LOS ANGELES","90004","2012"
"CA","591",2,0,7,"HARVARD","LOS ANGELES","90004","2012"
"CA","1097",1,0,13,"76TH","LOS ANGELES","90044","2012"
"CA","1097",1,0,5,"76TH","LOS ANGELES","90044","2012"
"CA","1097",1,0,6,"76TH","LOS ANGELES","90044","2012"
"CA","171",1,0,3,"SHERBOURNE","LOS ANGELES","90035","2012"
"CA","171",1,0,14,"SHERBOURNE","LOS ANGELES","90035","2012"
"CA","171",1,0,9,"SHERBOURNE","LOS ANGELES","90035","2012"
"CA","171",1,0,9,"SHERBOURNE","LOS ANGELES","90035","2012"
"CA","56",1,0,1,"03844 E AGUILAR ST","LOS ANGELES","90065","2012"
"CA","56",1,0,9,"03844 E AGUILAR ST","LOS ANGELES","90065","2012"
"CA","56",1,0,6,"03844 E AGUILAR ST","LOS ANGELES","90065","2012"
"CA","56",1,0,3,"03844 E AGUILAR ST","LOS ANGELES","90065","2012"
"CA","56",1,0,9,"03844 E AGUILAR ST","LOS ANGELES","90065","2012"
"CA","56",1,0,13,"03844 E AGUILAR ST","LOS ANGELES","90065","2012"
"CA","56",1,0,13,"03844 E AGUILAR ST","LOS ANGELES","90065","2012"
"CA","56",1,0,1,"03844 E AGUILAR ST","LOS ANGELES","90065","2012"
"CA","56",1,0,9,"03844 E AGUILAR ST","LOS ANGELES","90065","2012"
"CA","56",1,0,1,"03844 E AGUILAR ST","LOS ANGELES","90065","2012"
"CA","782",1,0,6,"GLADE","WOODLAND HILLS","91367","2012"
"CA","782",1,0,14,"GLADE","WOODLAND HILLS","91367","2012"
"CA","782",1,0,13,"GLADE","WOODLAND HILLS","91367","2012"
"CA","782",1,0,5,"GLADE","WOODLAND HILLS","91367","2012"
"CA","782",1,0,14,"GLADE","WOODLAND HILLS","91367","2012"
"CA","662",1,0,5,"BALTAR","LOS ANGELES","91304","2012"
"CA","662",1,0,5,"BALTAR","LOS ANGELES","91304","2012"
"CA","662",1,0,1,"BALTAR","LOS ANGELES","91304","2012"
"CA","662",1,0,3,"BALTAR","LOS ANGELES","91304","2012"
"CA","0009470",1,0,3,"CALIFORNIA BL","PASADENA","91105","2012"
"CA","0062791",2,0,13,"EL SERENO AV","PASADENA","91103","2012"
"CA","0001821",1,0,,"MEADOW","Fairfax","94930","2012"
"CA","7132",1,0,,"Greenfield Ranch","Ukiah","95482","2012"
"CA","17205",1,0,15,"VALLEY","ATWATERCITY","95301","2012"
"CA","0002585",1,0,1,"12TH","MERCED","95340","2012"
"CA","0003488",1,0,13,"MUNRAS","Monterey","93940","2012"
"CA","1202185",1,0,13,"Apricot","Riverside","92506","2012"
"CA","1208359",2,0,1,"Sheridan","Riverside","92504","2012"
"CA","1219777",1,0,3,"6th","Riverside","92501","2012"
"CA","0135783",1,0,13,"Auburn","Citrus Heights","95610","2012"
"CA","67602",1,0,13,"SKY","SSC","95823","2012"
"CA","1201294",1,0,,"Valley","COLTON","92324","2012"
"CA","1201300",1,0,,"TIAJUANA","SAN BERNARDINO","92411","2012"
"CA","0004200",1,0,15,"Lancelot","OCEANSIDE","92054","2012"
"CA","0106446",1,0,3,"van dyke","SAN DIEGO","92105","2012"
"CA","043388",1,0,1,"POST","SF","94109","2012"
"CA","076101",2,0,6,"VIENNA","SF","94112","2012"
"CA","0000277",2,0,3,"WESTGATE","Penngrove","94951","2012"
"CA","0001048",1,0,1,"SEBASTOPOL","SANTA ROSA","95407","2012"
"CA","0000039",1,0,13,"First","Oxnard","93030","2012"
"CA","2338",1,0,13,"OLSEN","Thousand Oaks","91360","2012"
"CA","6314",1,0,13,"SHADOWBROOK","LOMARICAFD","95901","2012"
"CA","11601",1,0,,"BUCHANAN","MARYSVILLEFD","95901","2012"
"CO","0000173",1,0,1,"Eleventh","Alamosa","81101","2012"
"CO","3120199",1,0,16,"Cielo","Security","80911","2012"
"CO","0002457",1,0,3,"CIELO VISTA","SECURITY","80911","2012"
"CO","0003683",1,0,13,"COLE","ARVADA","80004","2012"
"CO","37",1,0,3,"PARFET","LAKEWOOD","80226","2012"
"CO","11030",1,0,3,"LODI","FORT COLLINS","80526","2012"
"CO","0000035",1,0,13,"Woodland","Craig","81625","2012"
"CO","2550",1,0,1,"ARIZONA","MONTROSE","81401","2012"
"CO","1317",1,0,8,"JACKSON","PUEBLO","81004","2012"
"CO","14286",4,0,3,"2ND","PUEBLO","81001","2012"
"CT","0001005",1,0,15,"CLINIC","New Britain","06053","2012"
"CT","0001883",1,0,5,"WHITING","New Britain","06053","2012"
"CT","0000201",2,0,13,"VINEYARD","NEWINGTON","06111","2012"
"CT","0012443",1,0,9,"HARVEST","WETHERSFIELD","06109","2012"
"CT","0001908",1,0,13,"HARDING","DANBURY","06810","2012"
"CT","0002101",1,0,5,"BENSON","FAIRFIELD","06824","2012"
"CT","0005378",1,0,16,"MAPLE","NORWALK","06850","2012"
"CT","0001875",2,0,1,"BLINMAN","NEW LONDON","06320","2012"
"DC","0013191",1,0,13,"BLADENSBURG","WASHINGTON","20018","2012"
"DC","0023231",1,0,8,"GOOD HOPE","WASHINGTON","20020","2012"
"DC","0144275",1,0,8,"NEWTON","WASHINGTON","20010","2012"
"DC","0166578",1,0,15,"1ST","WASHINGTON","20001","2012"
"DE","0000021",1,0,13,"S NEW ST","DOVER","19904","2012"
"FL","4847",1,0,15,"RICHMOND PARK","Jacksonville","32224","2012"
"FL","5365",1,0,13,"FAWN LAKE","Jacksonville","32256","2012"
"FL","16397",1,0,9,"GRANT","Jacksonville","32202","2012"
"FL","35575",1,0,13,"WILLOW BRANCH","Jacksonville","32210","2012"
"FL","81636",1,0,13,"17 TH","Jacksonville","32209","2012"
"FL","81636",1,0,12,"17 TH","Jacksonville","32209","2012"
"FL","111733",1,0,13,"SCOTT","Jacksonville","32223","2012"
"FL","112637",1,0,13,"WADE","Jacksonville","32204","2012"
"FL","112637",1,0,12,"WADE","Jacksonville","32204","2012"
"FL","112637",1,0,12,"WADE","Jacksonville","32204","2012"
"FL","125030",1,0,13,"WILD OLIVE","Jacksonville","32246","2012"
"FL","125030",1,0,12,"WILD OLIVE","Jacksonville","32246","2012"
"FL","0011940",1,0,16,"ILLINOIS","GIBSONTON","33534","2012"
"FL","0052915",1,0,16,"BURGOYNE","Tampa","33619","2012"
"FL","0074573",1,0,13,"RAULERSON","Lithia","33547","2012"
"FL","0075240",1,0,16,"4TH","Ruskin","33570","2012"
"FL","1201917",1,0,,"Burgoyne","Tampa","33617","2012"
"FL","2102681",1,0,13,"BELCHER","LARGO","33764","2012"
"FL","2119735",1,0,3,"81","ST PETERSBURG","33709","2012"
"FL","2119735",1,0,12,"81","ST PETERSBURG","33709","2012"
"FL","2119735",1,0,12,"81","ST PETERSBURG","33709","2012"
"FL","2119735",1,0,12,"81","ST PETERSBURG","33709","2012"
"FL","2068716",1,0,1,"76","PINELLAS PARK","33781","2012"
"FL","2001910",1,0,13,"6","ST PETERSBURG","33713","2012"
"FL","2140299",1,0,13,"14","ST PETERSBURG","33711","2012"
"FL","2014504",2,0,13,"102","LARGO","33778","2012"
"FL","0001840",1,0,13,"AVENUE C","Haines City","33844","2012"
"FL","0001840",1,0,12,"AVENUE C","Haines City","33844","2012"
"FL","1215608",1,0,1,"VERDI","DAVENPORT","33896","2012"
"FL","1216187",1,0,13,"SHERERTZ","LAKELAND","33810","2012"
"FL","0007212",1,0,16,"BEAR ISLAND","WEST PALM BEACH","33401","2012"
"FL","0020874",1,0,16,"PILGRIM","WEST PALM BEACH","33405","2012"
"FL","2107946",1,0,7,"AVENUE D","BELLE GLADE","33430","2012"
"FL","0031820",1,0,7,"GORE","ORLANDO","32805","2012"
"FL","2047058",1,0,13,"LEE","Metropolis","11111","2012"
"FL","2062371",2,0,13,"POMPEII","Orlando","32822","2012"
"FL","2066127",1,0,1,"MERITMOOR","Metropolis","11111","2012"
"FL","0540015",1,0,13,"Sunset Falls","ORMOND BEACH","32174","2012"
"FL","0003510",1,0,16,"Highbanks","DeBary","32713","2012"
"FL","2310011",1,0,5,"CLYDE MORRIS","PORT ORANGE","32129","2012"
"FL","0002401",1,0,13,"P","PENSACOLA","32505","2012"
"FL","0009057",1,0,13,"DOG TRACK","PENSACOLA","32507","2012"
"FL","0010165",1,0,6,"JARDINE","PENSACOLA","32507","2012"
"FL","1220168",1,0,13,"25th","PB","33064","2012"
"FL","1202404",1,0,3,"177TH","MIRAMAR","33029","2012"
"FL","0706191",1,0,9,"20TH","DAVIE","33324","2012"
"FL","0706191",1,0,12,"20TH","DAVIE","33324","2012"
"FL","0608760",1,0,10,"OCEAN","DEERFIELD BEACH","33441","2012"
"FL","0001009",1,0,13,"HERNANDO","TALLAHASSEE","32310","2012"
"FL","0001009",1,0,12,"HERNANDO","TALLAHASSEE","32310","2012"
"FL","0007482",1,0,16,"WHETHERBINE","TALLAHASSEE","32301","2012"
"FL","0009602",1,0,16,"5TH","TALLAHASSEE","32303","2012"
"FL","0018695",1,0,13,"19th","SILVER SPRINGS","34488","2012"
"FL","0061149",1,0,13,"86th","ANTHONY","32617","2012"
"FL","0121595",2,0,13,"DUAR","NORTH PORT","34291","2012"
"FL","2016968",1,0,9,"STERLING","Venice","34293","2012"
"FL","0004844",1,0,16,"7TH","SANFORD","32771","2012"
"FL","0006919",1,0,13,"WEATHERED WOOD","WINTER SPRINGS","32708","2012"
"FL","0009745",1,0,16,"ARDEN","LONGWOOD","32750","2012"
"FL","0001478",1,0,16,"WREN","FORT MYERS","33967","2012"
"FL","0054239",1,0,16,"BREEZEWOOD","NORTH FORT MYERS","33917","2012"
"FL","0057414",1,0,16,"LAMPLIGHTER","NORTH FORT MYERS","33917","2012"
"FL","0081405",1,0,8,"COLLIER","FORT MYERS","33901","2012"
"FL","0000005",1,0,13,"Flora","Titusville","32780","2012"
"FL","0000005",1,0,12,"Flora","Titusville","32780","2012"
"FL","0016913",1,0,15,"Watson","St Augustine","32086","2012"
"FL","0001083",1,0,8,"BEAUMONT","KISSIMMEE","34747","2012"
"FL","0019569",1,0,13,"ROWLAND","ODESSA          UN","33556","2012"
"FL","0029233",2,0,13,"WABAYO","NEW PORT RICHEY UN","34654","2012"
"FL","0033920",1,0,1,"MOSAIC","HOLIDAY","34690","2012"
"FL","1104031",1,0,5,"WINFIELD","LAKE CITY","32055","2012"
"FL","0030162",1,0,13,"Sibert","Destin","32541","2012"
"FL","0001285",1,0,16,"Kelly","Niceville","32578","2012"
"FL","0001285",1,0,12,"Kelly","Niceville","32578","2012"
"FL","0120229",1,0,13,"15365 se cr 100A","starke","32091","2012"
"FL","0000752",1,0,13,"SUNCOAST","Homosassa","34446","2012"
"FL","299",1,0,16,"Aqua isles","La Belle","33935","2012"
"FL","1201085",1,0,13,"South","Chipley","32428","2012"
"FL","0009480",1,0,,"HIGHWAY 79","BONIFAY","32425","2012"
"FL","1211045",1,0,13,"117th","CROSS CITY","32628","2012"
"FL","1206776",1,0,13,"FLORAL","Palm Coast","32137","2012"
"GA","15312",1,0,13,"NORTHERN ST","Macon","31201","2012"
"GA","0003460",2,0,13,"Parker","Villa Rica","30180","2012"
"GA","0003460",2,0,12,"Parker","Villa Rica","30180","2012"
"GA","0003460",2,0,12,"Parker","Villa Rica","30180","2012"
"GA","0003460",2,0,12,"Parker","Villa Rica","30180","2012"
"GA","0000889",1,0,13,"GREENS LAKE","ROSSVILLE","30741","2012"
"GA","1200145",1,0,13,"Stuyvesant","Savannah","31405","2012"
"GA","1200230",1,0,13,"Forrest","Savannah","31401","2012"
"GA","1201289",1,0,13,"48th","Savannah","31401","2012"
"GA","0001022",1,0,16,"KNOX BRIDGE","Canton","30114","2012"
"GA","0002851",2,0,13,"MARTIN","ATHENS","30606","2012"
"GA","0000440",1,0,16,"North","Forest Park","30297","2012"
"GA","0035446",1,0,13,"MURRAY","POWDER SPRINGS","30127","2012"
"GA","0001623",1,0,15,"CHURCH","SMYRNA","30080","2012"
"GA","0000700",1,0,16,"4th","Moultrie","31768","2012"
"GA","0000234",1,0,13,"RAINBOW","CORDELE","31015","2012"
"GA","0018424",1,0,13,"Gordon Avenue","BAINBRIDGE","39819","2012"
"GA","0000001",1,0,5,"Cherry","Albany","31701","2012"
"GA","0000962",1,0,8,"Antioch","Albany","31701","2012"
"GA","0002999",1,0,16,"Adams Falls","Peachtree City","30269","2012"
"GA","0000466",1,0,13,"Fosters Mill","Rome","30161","2012"
"GA","0000466",1,0,12,"Fosters Mill","Rome","30161","2012"
"GA","0010246",1,0,13,"SAWNEE","Cumming","30028","2012"
"GA","1209941",1,0,5,"MEMORIAL","ATL","30312","2012"
"GA","1213225",1,0,13,"BREWER","ATL","30310","2012"
"GA","0001701",1,0,1,"ALPINE","ROSWELL","30075","2012"
"GA","1206145",1,0,13,"FLOWERY BRANCH","AUBURN","30011","2012"
"GA","1261352",1,0,13,"EDITH","LILBURN","30047","2012"
"GA","0002827",1,0,3,"Linwood","Gainesville","30501","2012"
"GA","0000233",1,0,15,"Twin Lakes","Waverly Hall","31831","2012"
"GA","0013566",1,0,1,"DESTINY","LOCUST GROVE","30248","2012"
"GA","0001408",1,0,1,"ADDINGTON","KATHLEEN","31047","2012"
"GA","0120306",1,0,8,"IGNICO","WARNER ROBINS","31093","2012"
"GA","0121020",1,0,7,"WARD","WARNER ROBINS","31093","2012"
"GA","0000339",1,0,13,"REX MILLER","EAST DUBLIN","31027","2012"
"GA","0000079",2,0,13,"State Highway 377","Leesburg","31763","2012"
"GA","1200014",2,0,13,"Finch","Box Springs","31801","2012"
"GA","0000037",1,0,16,"32ND","COLUMBUS","31903","2012"
"GA","0004364",1,0,16,"MARATHON","COLUMBUS","31903","2012"
"GA","0000009",1,0,13,"Oak Ridge","Blackshear","31516","2012"
"GA","0000052",1,0,13,"Trudie","Blackshear","31516","2012"
"GA","0008055",1,0,16,"MEADOW GROVE","Hephzibah","30815","2012"
"GA","0011535",1,0,16,"APRICOT","Augusta","30904","2012"
"GA","0011535",1,0,12,"APRICOT","Augusta","30904","2012"
"GA","0005739",2,0,16,"MOUNTAIN VIEW","CONYERS","30012","2012"
"GA","1201211",1,0,6,"St Johns","Lumpkin","31815","2012"
"GA","0000959",1,0,13,"RW Jones","Americus","31719","2012"
"GA","0001910",1,0,13,"MARTHA","LAGRANGE","30241","2012"
"GA","0001918",1,0,5,"HINES","LAGRANGE","30240","2012"
"GA","0000456",1,0,13,"JACKSON","Waycross","31503","2012"
"GA","0000004",1,0,6,"Ashley","Odum","31555","2012"
"GA","0111330",1,0,13,"JOE BLACK","Cleveland","30528","2012"
"GA","0111330",1,0,12,"JOE BLACK","Cleveland","30528","2012"
"GA","0000524",1,0,13,"Fortune","Albany","31705","2012"
"HI","0016219",1,0,1,"HOOMALOLO","Pearl City","96782","2012"
"HI","0016219",1,0,12,"HOOMALOLO","Pearl City","96782","2012"
"HI","0049098",1,0,13,"Church","Honolulu","96826","2012"
"IA","0000024",1,0,13,"19th","Centerville","52544","2012"
"IA","0000931",1,0,13,"Boone","Boone","50036","2012"
"IA","2012179",1,0,13,"Sundown","Peosta","52068","2012"
"IA","0001061",1,0,13,"CALEDONIA","DUBUQUE","52001","2012"
"IA","9",1,0,9,"17 th","Fairfield","52556","2012"
"IA","76-12",1,0,13,"Falcon","Swisher","52338","2012"
"IA","1201544",1,0,13,"22ND","CEDAR RAPIDS","52405","2012"
"IA","1205525",1,0,3,"WESTERN PINE","Cedar Rapids","52402","2012"
"IA","0000032",1,0,13,"3rd","Onawa","51040","2012"
"IA","0002811",1,0,3,"HARTFORD","DES MOINES","50315","2012"
"IA","0005764",1,0,3,"35TH","DES MOINES","50317","2012"
"IA","0016873",1,0,1,"STANTON","DES MOINES","50309","2012"
"IA","0005032",1,0,16,"34","COUNCIL BLUFFS","51503","2012"
"IA","0007824",1,0,16,"BENNETT AV","COUNCIL BLUFFS","51503","2012"
"IA","1200034",1,0,7,"Washington","Grinnell","50112","2012"
"IA","0000831",1,0,1,"Osceola","Ottumwa","52501","2012"
"IA","0003372",1,0,6,"ROBINSON","SIOUX CITY","51105","2012"
"IA","0005115",1,0,8,"21ST","SIOUX CITY","51105","2012"
"ID","8004104",1,0,3,"LOVELAND","Boise","83705","2012"
"ID","8010640",1,0,13,"RANDOLPH","Boise","83709","2012"
"ID","0962",1,0,3,"WARREN","Pocatello","83201","2012"
"ID","0002407",1,0,13,"1200 West","Blackfoot","83221","2012"
"ID","0003594",1,0,1,"S SEARCHLIGHT LN","Coeur d Alene","83814","2012"
"ID","2012016",2,0,4,"McDonald Creek","BONNER","83856","2012"
"IL","0000507",3,0,15,"Hurlbut","Belvidere","61008","2012"
"IL","0000035",1,0,13,"Diehl","Savanna","61074","2012"
"IL","0000038",2,0,13,"Hagener","Beardstown","62618","2012"
"IL","0012015",1,0,4,"502 Redwoood","Marshall","62441","2012"
"IL","012-128",1,0,13,"21555 Fox Dr","Carlyle","62253","2012"
"IL","1204121",1,0,7,"Wedgewood Court","Mattoon","61938","2012"
"IL","0009156",1,0,16,"IRWIN","Des Plaines","60018","2012"
"IL","0009476",1,0,1,"DUNTON","Arlington Heights","60004","2012"
"IL","0002088",1,0,13,"CUMBERLAND","HOFFMAN ESTATES","60169","2012"
"IL","0004645",1,0,3,"CANNON","Mount Prospect","60056","2012"
"IL","0005895",1,0,13,"KINGSTON","BOLINGBROOK","60440","2012"
"IL","0000032",1,0,13,"Buffalo","Calumet City","60409","2012"
"IL","0000360",1,0,1,"GREENBAY","LANSING","60438","2012"
"IL","0001474",1,0,1,"147th","MIDLOTHIAN","60445","2012"
"IL","01201",1,0,3,"WESTERN","PARK FOREST","60466","2012"
"IL","01573",2,0,9,"ASH","PARK FOREST","60466","2012"
"IL","0005531",1,0,9,"SHERIDAN","Chicago","60626","2012"
"IL","0013562",1,0,13,"LAKE SHORE","Chicago","60657","2012"
"IL","0035734",1,0,9,"BEACON","Chicago","60640","2012"
"IL","0043579",2,0,4,"130TH","Chicago","60827","2012"
"IL","0045946",1,0,8,"HAMLIN","Chicago","60618","2012"
"IL","0078791",2,0,9,"PRAIRIE","Chicago","60628","2012"
"IL","0082734",1,0,13,"NATCHEZ","Chicago","60638","2012"
"IL","0133425",1,0,9,"BELLE PLAINE","Chicago","60634","2012"
"IL","0164035",2,0,9,"MARMORA","Chicago","60639","2012"
"IL","0190324",1,0,9,"MOZART","Chicago","60647","2012"
"IL","0279886",1,0,9,"ALTGELD","Chicago","60639","2012"
"IL","0386226",1,0,9,"AVENUE O","Chicago","60617","2012"
"IL","0462413",1,0,9,"LAWNDALE","Chicago","60623","2012"
"IL","0512419",2,0,9,"SACRAMENTO","Chicago","60645","2012"
"IL","0552963",1,0,9,"AVERS","Chicago","60632","2012"
"IL","0561818",1,0,13,"FRANKLIN","Chicago","60612","2012"
"IL","0638959",1,0,13,"CENTRAL PARK","Chicago","60647","2012"
"IL","0715138",1,0,7,"VAN BUREN","Chicago","60624","2012"
"IL","0759689",2,0,5,"PAULINA","Chicago","60636","2012"
"IL","0000599",1,0,4,"Walnut","Clinton","61727","2012"
"IL","0003350",1,0,16,"York","Bensenville","60106","2012"
"IL","0003499",1,0,13,"AHRENS","Lombard","60148","2012"
"IL","0002596",1,0,13,"Princeton","Villa Park","60181","2012"
"IL","0012017",1,0,13,"Township Line Road","Kempton","60946","2012"
"IL","0000279",1,0,13,"Main","Benton","62812","2012"
"IL","0120442",1,0,13,"Jefferson","Lewistown","61542","2012"
"IL","1200008",2,0,13,"Hinton","Kane","62054","2012"
"IL","0001466",1,0,15,"CREEK","Morris","60450","2012"
"IL","0000098",1,0,13,"23rd","Mount Vernon","62864","2012"
"IL","0001431",1,0,16,"Perkins","Mount Vernon","62864","2012"
"IL","0000730",1,0,1,"MUIRFIELD","Yorkville","60560","2012"
"IL","2120054",1,0,9,"West","Plano","60545","2012"
"IL","0003222",1,0,13,"MIDLAND","Highland Park","60035","2012"
"IL","0000642",1,0,13,"Sheridan","ZION","60099","2012"
"IL","0008185",1,0,2,"JENKINSON","WAUKEGAN","60085","2012"
"IL","0000709",2,0,16,"Hillsboro","Edwardsville","62025","2012"
"IL","0000467",1,0,13,"30 TRAILER","GLEN CARBON","62034","2012"
