"STATE","INC_NO","OTH_DEATH","FF_DEATH","CAUSE_CODE","STREETNAME","CITY","ZIP5","year"
"CA","30495",1,0,8,"ROSECRANS","COMPTON","90220","2014"
"CA","161",1,0,13,"SUNNY BRAE","LOS ANGELES","91306","2014"
"CA","161",1,0,5,"SUNNY BRAE","LOS ANGELES","91306","2014"
"CA","161",1,0,13,"SUNNY BRAE","LOS ANGELES","91306","2014"
"CA","161",1,0,5,"SUNNY BRAE","LOS ANGELES","91306","2014"
"CA","161",1,0,1,"SUNNY BRAE","LOS ANGELES","91306","2014"
"CA","173",1,0,13,"ORANGE","LOS ANGELES","90016","2014"
"CA","173",1,0,10,"ORANGE","LOS ANGELES","90016","2014"
"CA","173",1,0,6,"ORANGE","LOS ANGELES","90016","2014"
"CA","173",1,0,6,"ORANGE","LOS ANGELES","90016","2014"
"CA","167",1,0,4,"47TH","LOS ANGELES","90011","2014"
"CA","167",1,0,9,"47TH","LOS ANGELES","90011","2014"
"CA","167",1,0,13,"47TH","LOS ANGELES","90011","2014"
"CA","167",1,0,15,"47TH","LOS ANGELES","90011","2014"
"CA","167",1,0,3,"47TH","LOS ANGELES","90011","2014"
"CA","1436",1,0,1,"AV 44 X","LOS ANGELES","90065","2014"
"CA","1436",1,0,15,"AV 44 X","LOS ANGELES","90065","2014"
"CA","1436",1,0,5,"AV 44 X","LOS ANGELES","90065","2014"
"CA","1436",1,0,9,"AV 44 X","LOS ANGELES","90065","2014"
"CA","1436",1,0,13,"AV 44 X","LOS ANGELES","90065","2014"
"CA","517",2,0,13,"50TH","LOS ANGELES","90011","2014"
"CA","517",2,0,3,"50TH","LOS ANGELES","90011","2014"
"CA","517",2,0,14,"50TH","LOS ANGELES","90011","2014"
"CA","517",2,0,5,"50TH","LOS ANGELES","90011","2014"
"CA","517",2,0,14,"50TH","LOS ANGELES","90011","2014"
"CA","517",2,0,3,"50TH","LOS ANGELES","90011","2014"
"CA","517",2,0,7,"50TH","LOS ANGELES","90011","2014"
"CA","517",2,0,6,"50TH","LOS ANGELES","90011","2014"
"CA","803",1,0,6,"CLARINGTON","LOS ANGELES","90034","2014"
"CA","803",1,0,5,"CLARINGTON","LOS ANGELES","90034","2014"
"CA","803",1,0,13,"CLARINGTON","LOS ANGELES","90034","2014"
"CA","803",1,0,13,"CLARINGTON","LOS ANGELES","90034","2014"
"CA","803",1,0,3,"CLARINGTON","LOS ANGELES","90034","2014"
"CA","803",1,0,9,"CLARINGTON","LOS ANGELES","90034","2014"
"CA","803",1,0,8,"CLARINGTON","LOS ANGELES","90034","2014"
"CA","1347",1,0,15,"106TH","LOS ANGELES","90003","2014"
"CA","1347",1,0,12,"106TH","LOS ANGELES","90003","2014"
"CA","1347",1,0,13,"106TH","LOS ANGELES","90003","2014"
"CA","1347",1,0,13,"106TH","LOS ANGELES","90003","2014"
"CA","1347",1,0,1,"106TH","LOS ANGELES","90003","2014"
"CA","1347",1,0,4,"106TH","LOS ANGELES","90003","2014"
"CA","1347",1,0,7,"106TH","LOS ANGELES","90003","2014"
"CA","996",1,0,5,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,6,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,1,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,6,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,1,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,6,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,13,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,6,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,9,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,1,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,3,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,15,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,13,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,3,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,1,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,8,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","996",1,0,9,"NORMANDIE","LOS ANGELES","90004","2014"
"CA","460",1,0,8,"36TH","LOS ANGELES","90018","2014"
"CA","460",1,0,12,"36TH","LOS ANGELES","90018","2014"
"CA","460",1,0,8,"36TH","LOS ANGELES","90018","2014"
"CA","460",1,0,2,"36TH","LOS ANGELES","90018","2014"
"CA","460",1,0,13,"36TH","LOS ANGELES","90018","2014"
"CA","460",1,0,12,"36TH","LOS ANGELES","90018","2014"
"CA","460",1,0,3,"36TH","LOS ANGELES","90018","2014"
"CA","909",1,0,8,"POINT VIEW","LOS ANGELES","90035","2014"
"CA","909",1,0,1,"POINT VIEW","LOS ANGELES","90035","2014"
"CA","909",1,0,10,"POINT VIEW","LOS ANGELES","90035","2014"
"CA","909",1,0,14,"POINT VIEW","LOS ANGELES","90035","2014"
"CA","909",1,0,15,"POINT VIEW","LOS ANGELES","90035","2014"
"CA","909",1,0,12,"POINT VIEW","LOS ANGELES","90035","2014"
"CA","909",1,0,5,"POINT VIEW","LOS ANGELES","90035","2014"
"CA","1373",2,0,5,"LINDLEY","ENCINO","91316","2014"
"CA","1373",2,0,13,"LINDLEY","ENCINO","91316","2014"
"CA","1373",2,0,1,"LINDLEY","ENCINO","91316","2014"
"CA","1373",2,0,3,"LINDLEY","ENCINO","91316","2014"
"CA","1373",2,0,9,"LINDLEY","ENCINO","91316","2014"
"CA","1373",2,0,9,"LINDLEY","ENCINO","91316","2014"
"CA","1373",2,0,3,"LINDLEY","ENCINO","91316","2014"
"CA","1373",2,0,13,"LINDLEY","ENCINO","91316","2014"
"CA","1373",2,0,15,"LINDLEY","ENCINO","91316","2014"
"CA","65",1,0,1,"KELTON","LOS ANGELES","90024","2014"
"CA","65",1,0,1,"KELTON","LOS ANGELES","90024","2014"
"CA","65",1,0,12,"KELTON","LOS ANGELES","90024","2014"
"CA","0117939",1,0,13,"WALNUT","INGLEWOOD","00000","2014"
"CA","0117939",1,0,12,"WALNUT","INGLEWOOD","00000","2014"
"CA","0117939",1,0,12,"WALNUT","INGLEWOOD","00000","2014"
"CA","0117939",1,0,12,"WALNUT","INGLEWOOD","00000","2014"
"CA","0169490",1,0,6,"135TH","HAWTHORNE CNTY","00000","2014"
"CA","0003991",1,0,13,"Carlton","Pasadena","91103","2014"
"CA","1401525",1,0,13,"Norton","Ukiah","95482","2014"
"CA","0002233",2,0,10,"RAMBLER","MERCED","95340","2014"
"CA","0002233",2,0,12,"RAMBLER","MERCED","95340","2014"
"CA","0002312",2,0,7,"HATHAWAY","SANTA ANA","00000","2014"
"CA","29316",1,0,1,"KEMPER OAKS","PCFD","95603","2014"
"CA","1410342",1,0,13,"THORNTON","HEMET","92543","2014"
"CA","88407",1,0,7,"6TH","NORC","92860","2014"
"CA","97",1,0,3,"CLINTON","HEM","92545","2014"
"CA","97",1,0,12,"CLINTON","HEM","92545","2014"
"CA","85050",2,0,8,"MISSION","JRPV","92509","2014"
"CA","0082511",1,0,13,"River Oaks","Orangevale","95662","2014"
"CA","0002515",2,0,16,"RICE CANYON","FALLBROOK","92028","2014"
"CA","0012919",1,0,13,"UTICA","SAN DIEGO","92139","2014"
"CA","0001219",1,0,14,"CASTILLO","SAN FRANCISCO","94134","2014"
"CA","0003634",2,0,15,"BROOKDALE","SAN FRANCISCO","94134","2014"
"CA","4012173",1,0,13,"SONORA","STOCKTON","95203","2014"
"CA","0002156",1,0,8,"O","LOMPOC","93436","2014"
"CA","0000194",2,0,5,"EMBARCADERO","PALO ALTO","94303","2014"
"CA","0003009",1,0,13,"SYCAMORE","SUNNYVALE","94087","2014"
"CA","4339",1,0,5,"MARKET","Redding","96001","2014"
"CA","0019426",2,0,13,"11TH","SANTA ROSA","95401","2014"
"CA","10573",1,0,13,"SAN BENITO","GERBER","96035","2014"
"CO","0007635",1,0,16,"PENNSYLVANIA","Denver","80229","2014"
"CO","0004020",1,0,1,"MONROE","THORNTON","80241","2014"
"CO","0008377",1,0,6,"SHERIDAN BLVD","Westminster","80003","2014"
"CO","41296",1,0,13,"PARIS","AURORA","80012","2014"
"CO","0010536",1,0,13,"19TH","BOULDER","80304","2014"
"CO","0117185",1,0,13,"TEJON","Denver","80204","2014"
"CO","0123411",1,0,3,"CLEVELAND","DENVER","80205","2014"
"CO","310",1,0,1,"IOWA","GOLDEN","80403","2014"
"CO","151",1,0,,"Iowa","Golden","80403","2014"
"CO","0000641",2,0,3,"BUTTE","LOVELAND","80537","2014"
"CT","0002118",2,0,13,"HIGH","BRISTOL","06010","2014"
"CT","0001615",4,0,13,"S RIVER ST","ENFIELD","06082","2014"
"CT","0028007",2,0,13,"BEDFORD","Hartford","06120","2014"
"CT","1406121",1,0,13,"Chestnut","Manchester","06040","2014"
"CT","0000978",1,0,13,"DARLING","SOUTHINGTON","06489","2014"
"CT","0000196",1,0,16,"LITTLE BUNGEE HILL ROAD","WOODSTOCK","06281","2014"
"CT","0010730",1,0,13,"WASHINGTON AVE","Bridgeport","06604","2014"
"CT","0001653",2,0,9,"CRANE","FAIRFIELD","06825","2014"
"CT","0000536",1,0,13,"LEO","HAMDEN","06517","2014"
"CT","0002931",1,0,13,"HARTFORD","NORTH HAVEN","06473","2014"
"CT","0003381",1,0,13,"HELEN","NORTH HAVEN","06473","2014"
"CT","0001232",3,0,13,"COLEMAN ST","West Haven","06516","2014"
"DE","0040088",1,0,13,"A","Newark","19711","2014"
"DE","0077812",1,0,13,"Fawn","Newark","19711","2014"
"DE","0079210",1,0,13,"Harbor","Claymont","19703","2014"
"DE","0430116",1,0,15,"Kenton","Dover","19904","2014"
"DE","0030333",1,0,13,"EVERGREEN ROAD","LEWES","19958","2014"
"FL","1434846",1,0,5,"34","Miami","33127","2014"
"FL","58487",4,0,13,"PALMETTO","Jacksonville","32218","2014"
"FL","125759",1,0,13,"OAKLEY","Jacksonville","32202","2014"
"FL","126693",1,0,13,"27TH","Jacksonville","32209","2014"
"FL","0006527",1,0,6,"ALAFIA","RIVERVIEW","33578","2014"
"FL","0011320",1,0,16,"18TH","Ruskin","33570","2014"
"FL","0022177",1,0,4,"ENDIVE","Tampa","33619","2014"
"FL","0058709",2,0,13,"BURKETT","Tampa","33615","2014"
"FL","0060412",1,0,4,"HALIFAX","Town and Country","33615","2014"
"FL","0091431",1,0,1,"SAILFISH","Odessa","33558","2014"
"FL","4105918",1,0,13,"124","LARGO","33778","2014"
"FL","4069879",1,0,13,"OXFORD","PINELLAS PARK","33782","2014"
"FL","4098456",1,0,13,"71","PINELLAS PARK","33781","2014"
"FL","4105796",1,0,13,"PAULA","DUNEDIN","34698","2014"
"FL","1464983",1,0,8,"Thelma","LAKELAND","33801","2014"
"FL","0003504",1,0,13,"WASHINGTON","ORLANDO","32801","2014"
"FL","0055420",1,0,9,"COLONIAL","ORLANDO","32801","2014"
"FL","4021373",2,0,13,"RIVER OAKS","Metropolis","11111","2014"
"FL","0090804",1,0,13,"APOPKA","Metropolis","11111","2014"
"FL","0114581",1,0,1,"NEW HAMPSHIRE","Metropolis","11111","2014"
"FL","1130001",1,0,14,"Atlantic","Daytona Beach Shores","32118","2014"
"FL","0400225",1,0,,"HOWARD","NEW SMYRNA BEACH","32168","2014"
"FL","0400225",1,0,13,"Howard","New Smyrna Beach","32168","2014"
"FL","3100003",1,0,13,"Oak","New Smyrna Beach","32168","2014"
"FL","0007933",1,0,13,"BLUE SPRINGS","PENSACOLA","32505","2014"
"FL","1012002",1,0,13,"TAYLOR","HOLLYWOOD","33021","2014"
"FL","1106502",1,0,8,"59TH","LAUDERHILL","33313","2014"
"FL","0002657",1,0,13,"47TH","COCONUT CREEK","33063","2014"
"FL","1106502",1,0,,"59TH","LAUDERHILL","33313","2014"
"FL","1412732",1,0,13,"34TH","FORT LAUDERDALE","33308","2014"
"FL","P403254",1,0,13,"GROVE","MELROSE","32666","2014"
"FL","0002575",1,0,16,"Charter Oaks","CLERMONT","34711","2014"
"FL","0008655",1,0,13,"Mill Creek","EUSTIS","32736","2014"
"FL","0013031",1,0,13,"Vine","SORRENTO","32776","2014"
"FL","0038808",1,0,16,"177TH","CITRA","32113","2014"
"FL","4023237",1,0,13,"MOSS","Metropolis","34293","2014"
"FL","0000409",1,0,13,"ST JOHNS","FERN PARK","32730","2014"
"FL","0035181",1,0,13,"BROOKS","OVIEDO","32765","2014"
"FL","0000254",2,0,15,"SHADY","CASSELBERRY","32707","2014"
"FL","0094357",1,0,6,"JERSEY","LEHIGH ACRES","33963","2014"
"FL","0000003",1,0,13,"Oak Manor Trailer","Cape Canaveral","32920","2014"
"FL","0000003",1,0,12,"Oak Manor Trailer","Cape Canaveral","32920","2014"
"FL","4899",1,0,13,"BUICK","MELBOURNE","00000","2014"
"FL","11173",1,0,5,"CRONIN AV MEL","MELBOURNE","00000","2014"
"FL","1337",1,0,15,"EVERGREEN","St Augustine","32084","2014"
"FL","0011318",1,0,16,"Fourth Av","St Augustine","32095","2014"
"FL","0033050",1,0,16,"Campina St","ST AUGUSTINE","32086","2014"
"FL","0035065",1,0,1,"Los Caminos St","ST AUGUSTINE","32095","2014"
"FL","0001040",2,0,16,"STATE RD 100","Putnam Hall","32185","2014"
"FL","0000677",1,0,13,"THOMAS","PANAMA CITY BEACH","32408","2014"
"FL","1400694",1,0,4,"COUNTY ROAD 2321","Southport","32409","2014"
"FL","11676",1,0,16,"CHEVY","BayCounty","32466","2014"
"FL","5473",4,0,13,"Jackson Street","Marianna","32446","2014"
"FL","1708",4,0,13,"JACKSON","Marianna","32446","2014"
"FL","0022019",1,0,13,"STATE ROAD 54","ZEPHYRHILLS","33541","2014"
"FL","0022943",1,0,13,"FARMINGDALE","NEW PORT RICHEY","34655","2014"
"FL","0050293",1,0,1,"WASATCH","NEW PORT RICHEY","34669","2014"
"FL","1110",1,0,16,"S Bob Penton","Pace","32571","2014"
"FL","0145947",1,0,13,"27271 W 3rd","Hilliard","32046","2014"
"FL","1479734",1,0,13,"OLD DIXIE","Callahan","32011","2014"
"FL","1489554",1,0,13,"3rd","Hilliard","32046","2014"
"FL","4116463",1,0,9,"LEO","Fernandina Beach","32034","2014"
"FL","01578",1,0,,"Colonial","FWB","32547","2014"
"FL","04700",1,0,16,"Gardner","Fort Walton Beach","32548","2014"
"FL","0001578",1,0,13,"Colonial Dr","Ft Walton Bch","32547","2014"
"FL","0000380",1,0,13,"GOLFVIEW","CITRUS SPRINGS","34434","2014"
"FL","1414863",1,0,9,"COUNTY ROAD 209","GC","32043","2014"
"FL","1418375",1,0,13,"KINGSWOOD","OP","11111","2014"
"FL","0027620",1,0,5,"1047 palm ct","okeechobee","34974","2014"
"FL","0011199",1,0,13,"WESTMAYER","PALM COAST","32136","2014"
"FL","0007579",1,0,,"Seminole","Naples","34112","2014"
"GA","0003206",1,0,10,"Stoners Chapel","ADAIRSVILLE","30103","2014"
"GA","0006436",1,0,1,"Westview","Cartersville","30121","2014"
"GA","0321466",3,0,5,"Sheppard","Nashville","31639","2014"
"GA","143280",1,0,13,"MIMOSA","Macon","31204","2014"
"GA","0005762",1,0,8,"Center Point","Carrollton","30117","2014"
"GA","0000407",1,0,13,"WOODS","TUNNEL HILL","30755","2014"
"GA","0000407",1,0,12,"WOODS","TUNNEL HILL","30755","2014"
"GA","1400524",2,0,13,"35th","Savannah","31405","2014"
"GA","2014002",1,0,13,"Bethel Road","Fort Gaines","39851","2014"
"GA","0011265",1,0,6,"WYNBROOK","MARIETTA","30008","2014"
"GA","0045111",1,0,15,"MEADOWLAWN","MARIETTA","30067","2014"
"GA","0045395",1,0,13,"BEN KING","KENNESAW","30144","2014"
"GA","0048361",1,0,13,"ATLANTA","MARIETTA","30060","2014"
"GA","0052380",1,0,13,"COUNTRY CREEK","ACWORTH","30102","2014"
"GA","0000168",1,0,7,"West Green Street","Bainbridge","39819","2014"
"GA","0007314",1,0,13,"NORTHSTRAND","Decatur","30034","2014"
"GA","0007315",1,0,13,"NORTHSTRAND","Decatur","30034","2014"
"GA","0103074",3,0,13,"MISTY VALLEY","Decatur","30032","2014"
"GA","0000216",1,0,3,"3rd","Albany","31701","2014"
"GA","0000670",1,0,6,"Nona","Albany","31701","2014"
"GA","0000299",1,0,13,"Sanders","Elberton","30635","2014"
"GA","0002336",3,0,15,"92","Fayetteville","30215","2014"
"GA","0002336",3,0,12,"92","Fayetteville","30215","2014"
"GA","0002336",3,0,12,"92","Fayetteville","30215","2014"
"GA","0002336",3,0,12,"92","Fayetteville","30215","2014"
"GA","0007834",2,0,6,"Grant","Brooks","30205","2014"
"GA","1455376",3,0,13,"REVERE","Atlanta","30331","2014"
"GA","0012820",1,0,13,"PALMVIEW","COLLEGE PARK","30349","2014"
"GA","0003267",1,0,13,"CLIPPER BAY","ALPHARETTA","30005","2014"
"GA","1402331",1,0,13,"LAKE","SNELLVILLE","30039","2014"
"GA","1419688",1,0,8,"WINDY HILL","LAWRENCEVILLE","30045","2014"
"GA","1429277",1,0,9,"HERITAGE VALLEY","NORCROSS","30093","2014"
"GA","1453991",1,0,13,"ROCK SPRINGS","LAWRENCEVILLE","30043","2014"
"GA","5",1,0,13,"Walter Rena","Hazlehurst","31539","2014"
"GA","2014004",1,0,8,"EAST OLD SAVANNAH","MILLEN","30442","2014"
"GA","0000801",1,0,13,"Gordon Edwards","Dublin","31021","2014"
"GA","0002701",2,0,13,"Phillip Manning","Dublin","31021","2014"
"GA","1401373",1,0,13,"TOWALIGA","FORSYTH","31029","2014"
"GA","0000557",2,0,13,"CRYSTAL","COLUMBUS","31907","2014"
"GA","0004554",1,0,13,"SAMSON","COLUMBUS","31906","2014"
"GA","0022990",1,0,5,"HEMLOCK","COLUMBUS","31904","2014"
"GA","05834",1,0,15,"Cook","Oxford","30054","2014"
"GA","0001403",2,0,15,"Thomas","georgetown","39854","2014"
"GA","0001373",1,0,13,"ANDREW","Cuthbert","39840","2014"
"GA","0003883",1,0,8,"PINNACLE PINES","Hephzibah","30815","2014"
"GA","0005403",1,0,1,"CRAWFORDVILLE","Augusta","30909","2014"
"GA","0009191",1,0,7,"WINDSOR SPRING","Hephzibah","30815","2014"
"GA","0000363",1,0,13,"Palmer","Meigs","31765","2014"
"GA","0000363",1,0,12,"Palmer","Meigs","31765","2014"
"GA","0000363",1,0,12,"Palmer","Meigs","31765","2014"
"GA","0000363",1,0,12,"Palmer","Meigs","31765","2014"
"GA","0000363",1,0,12,"Palmer","Meigs","31765","2014"
"GA","0006177",1,0,13,"21 CRESTVIEW DR","ROSSVILLE","30741","2014"
"GA","0007131",1,0,15,"ROUND POND","LAFAYETTE","30728","2014"
"HI","0023983",1,0,16,"LEHUA","OCEAN VIEW","96737","2014"
"HI","0005067",1,0,8,"Wilder","Honolulu","96822","2014"
"IA","201412",1,0,6,"3rd","Readlyn","50668","2014"
"IA","0003602",2,0,8,"Coolidge","Mason City","50401","2014"
"IA","031",1,0,15,"280th","Fredericksburg","50630","2014"
"IA","0000072",1,0,13,"Hill","Spirit Lake","51360","2014"
"IA","0000006",1,0,9,"Meadow","Riverton","51650","2014"
"IA","1403145",2,0,15,"JAMES","Salem","52649","2014"
"IA","0000012",1,0,13,"Franklin","Andrew","52030","2014"
"IA","0000136",1,0,8,"Barnsley","Marion","52302","2014"
"IA","14-64",1,0,13,"Broadway","New Sharon","50207","2014"
"IA","0070714",2,0,15,"Jackson","Graettinger","51342","2014"
"IA","0014928",1,0,9,"MADISON","DES MOINES","50317","2014"
"IA","0002957",1,0,16,"MILL","COUNCIL BLUFFS","51503","2014"
"IA","0001869",1,0,1,"B","Indianola","50125","2014"
"IA","14-2690",1,0,13,"275th","Washington","52353","2014"
"ID","14F0007",1,0,13,"301 Stevens","Inkom","83245","2014"
"ID","0000007",1,0,13,"WESTVIEW","BONNERS FERRY","83805","2014"
"ID","0014010",1,0,15,"Baldy MT","Bonners Ferry","83805","2014"
"ID","0000242",1,0,8,"W BETH LOOP","Post Falls","83854","2014"
"ID","0002377",1,0,6,"W ECHO DR","Post Falls","83854","2014"
"ID","1403004",2,0,13,"ADDISON","TWIN FALLS","83301","2014"
"IL","0001044",2,0,6,"17th","Quincy","62301","2014"
"IL","0002130",3,0,1,"11th","Quincy","62301","2014"
"IL","1412311",1,0,6,"3rd ","Tamms","62988","2014"
"IL","0201406",1,0,,"N Maple","Mount Sterling","62353","2014"
"IL","0000045",1,0,13,"Star","Beardstown","62618","2014"
"IL","0000154",1,0,13,"State","Beardstown","62618","2014"
"IL","0000011",1,0,13,"","HOMER","61849","2014"
"IL","004-014",1,0,,"COUNTY RD 3450 N","FOOSLAND","61845","2014"
"IL","01324",1,0,8,"RAINBOW","Glenwood","60425","2014"
"IL","0004839",1,0,8,"FIRESTONE","HOFFMAN ESTATES","60192","2014"
"IL","0001094",1,0,,"76th","Elmwood Park","60707","2014"
"IL","0000914",2,0,13,"LAWRENCE","OAK LAWN","60453","2014"
"IL","0001273",3,0,13,"51ST","OAK LAWN","60453","2014"
"IL","0000612",1,0,13,"50th","Bellwood","60104","2014"
"IL","0000747",1,0,13,"SCOVILLE","BERWYN","60402","2014"
"IL","0002317",1,0,13,"RIDGELAND","BERWYN","60402","2014"
"IL","0003110",1,0,13,"MAJOR","BURBANK","60459","2014"
"IL","0004873",1,0,9,"30TH","CICERO","60804","2014"
"IL","0004873",1,0,12,"30TH","CICERO","60804","2014"
"IL","0004873",1,0,12,"30TH","CICERO","60804","2014"
"IL","01747",1,0,13,"ORCHARD","PARK FOREST","60466","2014"
"IL","1400935",1,0,9,"OKETO","TINLEY PARK","60477","2014"
"IL","0050848",1,0,9,"16TH","Chicago","60623","2014"
"IL","0086404",1,0,9,"45TH","Chicago","60632","2014"
"IL","0099435",1,0,13,"LAVERGNE","Chicago","60644","2014"
"IL","0115644",1,0,9,"BAKER","Chicago","60617","2014"
"IL","0126498",1,0,9,"CANAL","Chicago","60661","2014"
"IL","0157344",1,0,9,"JUNEWAY","Chicago","60626","2014"
"IL","0362251",1,0,9,"LAWNDALE","Chicago","60651","2014"
"IL","0526690",1,0,8,"RHODES","Chicago","60619","2014"
"IL","0593775",4,0,9,"VERNON","Chicago","60628","2014"
"IL","0654140",2,0,13,"PARKER","Chicago","60639","2014"
"IL","0691650",2,0,13,"PARKER","Chicago","60639","2014"
"IL","0729645",1,0,4,"MAYFIELD","Chicago","60638","2014"
"IL","0746204",1,0,13,"KIMBALL","Chicago","60659","2014"
"IL","0822450",1,0,13,"69TH","Chicago","60637","2014"
"IL","0828179",1,0,8,"MARYLAND","Chicago","60619","2014"
"IL","0000004",1,0,13,"High","Farmer City","61842","2014"
"IL","0003023",1,0,5,"DOUGLAS","NAPERVILLE","60540","2014"
"IL","0002376",1,0,16,"Devon","Bensenville","60106","2014"
"IL","0000999",1,0,13,"DUANE","GLEN ELLYN","60137","2014"
"IL","0000430",1,0,13,"IL Hwy 1","Paris","61944","2014"
"IL","0000005",1,0,13,"Logan Ave","Shawneetown","62984","2014"
"IL","0140075",1,0,13,"main","carrollton","62016","2014"
"IL","14-0265",1,0,15,"201 Second Street","Augusta","62311","2014"
"IL","2014006",1,0,3,"Krelo","Elkville","62932","2014"
"IL","2014034",1,0,6,"200","West Liberty","62475","2014"
"IL","0000132",2,0,13,"Davis","Mt Vernon","62864","2014"
"IL","0000798",2,0,13,"ELM ","Ina","62846","2014"
"IL","0000090",1,0,16,"BECK","SOUTH ELGIN","60177","2014"
"IL","0002684",1,0,13,"Cedar Crest","Lake Villa","60046","2014"
"IL","0000026",1,0,15,"COURT","STREATOR","61364","2014"
"IL","4008581",1,0,6,"MAIN","DECATUR","62521","2014"
"IL","0011194",1,0,10,"Moyer","Decatur","62522","2014"
"IL","0011194",1,0,12,"Moyer","Decatur","62522","2014"
"IL","0000145",1,0,13,"Fitzgerald","Decatur","62521","2014"
"IL","0000372",1,0,3,"OSBORNE","BUSHNELL","61422","2014"
"IL","0000820",1,0,15,"KIMBALL","WOODSTOCK","60098","2014"
"IL","0009335",1,0,16,"ROBINHOOD","BLOOMINGTON","61701","2014"
"IL","0000038",1,0,1,"425 North","Heyworth","61745","2014"
"IL","0000038",1,0,12,"425 North","Heyworth","61745","2014"
"IL","014-018",1,0,13,"2700 NORTH RD","LEXINGTON","61753","2014"
"IL","0000128",1,0,16,"Seymour","Sullivan","61951","2014"
"IL","0004569",1,0,13,"Harrison","Bartonville","61607","2014"
"IL","0000220",1,0,13,"FARMINGTON","Peoria","61604","2014"
"IL","0000586",1,0,15,"AMY","Peoria","61604","2014"
"IL","1411295",1,0,13,"Loy","Hull","62343","2014"
"IL","0000019",1,0,13,"Mt Pleasant0800N","Olney","62450","2014"
"IL","0000019",1,0,12,"Mt Pleasant0800N","Olney","62450","2014"
"IL","0000093",1,0,3,"RAILROAD","ELDORADO","62930","2014"
"IL","0005324",1,0,1,"JEFFERSON","SPRINGFIELD","62702","2014"
"IL","0016145",1,0,6,"10TH","SPRINGFIELD","62703","2014"
"IL","0016145",1,0,12,"10TH","SPRINGFIELD","62703","2014"
"IL","0016145",1,0,12,"10TH","SPRINGFIELD","62703","2014"
"IL","0106",1,0,16,"Old Route 36","Springfield","62707","2014"
"IL","0000007",1,0,13,"Union Hill","Fairview Heights","62208","2014"
"IL","0000808",1,0,13,"Franklin","Danville","61832","2014"
"IL","0014024",1,0,,"Co Rd 900 E","Carmi","62821","2014"
"IL","0000170",1,0,13,"7TH","STERLING","61081","2014"
"IL","0001584",2,0,13,"MAGNOLIA","Mokena","60448","2014"
"IL","0014-22",1,0,15,"Ervin","Pittsburg","62974","2014"
"IL","0004103",1,0,13,"GRAMERCY","Rockford","61107","2014"
"IN","0000725",1,0,15,"KEHRES","ELKHART","46514","2014"
"IN","0001389",2,0,13,"AUMAN","CARMEL","46032","2014"
"IN","0000367",1,0,6,"GREEN CIRCLE","Seymour","47274","2014"
"IN","0000214",1,0,1,"Deal","East Chicago","46312","2014"
"IN","2014072",1,0,15,"950 N","N MANCHESTER","46962","2014"
"KS","0000465",1,0,13,"LOOMIS","Augusta","67010","2014"
"KS","0000334",1,0,13,"Santa Fe Lake","Rose Hill","67133","2014"
"KS","0000001",1,0,12,"4th","Solomon","67480","2014"
"KS","0000034",1,0,13,"22nd","Wilson","67490","2014"
"KS","101",1,0,3,"Hattie","Garden City","67846","2014"
"KS","421",3,0,13,"Plymell","Garden City","67846","2014"
"KS","0110053",1,0,3,"Reeds","OVERLAND PARK","66207","2014"
"KS","2510018",1,0,13,"59TH","OVERLAND PARK","66202","2014"
"KS","0001142",1,0,15,"SENECA","Leavenworth","66048","2014"
"KS","0001118",1,0,13,"Market","Emporia","66801","2014"
"KS","0000005",1,0,13,"Laramie","Marysville","66508","2014"
"KS","0004311",1,0,6,"1","Hutchinson","67501","2014"
"KS","0000963",1,0,7,"FLORIDA","SALINA","67401","2014"
"KS","0002951",1,0,13,"ZIMMERLY","Wichita","67211","2014"
"KS","0014345",1,0,8,"LINCOLN","Wichita","67207","2014"
"KS","0061182",1,0,13,"WATER","Wichita","67203","2014"
"KS","0064454",1,0,7,"GLENN","Wichita","67213","2014"
"KS","0064793",1,0,15,"OSAGE","Wichita","67217","2014"
"KS","0007662",1,0,13,"Ridge","Wichita","67205","2014"
"KS","10220",1,0,13,"6TH","TOPEKA","66607","2014"
"KS","17472",1,0,13,"8TH","TOPEKA","66606","2014"
"KS","17472",1,0,12,"8TH","TOPEKA","66606","2014"
"KS","17472",1,0,12,"8TH","TOPEKA","66606","2014"
"KS","0000711",1,0,13,"Washington","Liberal","67901","2014"
"KS","4014279",1,0,3,"GREELEY","KANSAS CITY","66104","2014"
